        ID   English  Calculus   Physics Chemistry
     00699      60.3      55.1      68.9      22.6
     00700      84.3      34.6      10.0      56.2
     00701      83.1      47.5      24.4      22.6
     00702      89.2      98.5       0.3      96.1
     00703      67.6      18.9      53.3      67.6
     00704      40.8      11.6      68.4       5.2
     00705      22.0      59.4       3.7       7.6
     00706      74.6      69.4      99.3      43.0
     00707      20.4      13.1      59.9      15.2
     00708      22.0      97.6      79.8      53.8
     00709      18.9      32.3      46.3      32.5
     00710      68.1       9.8      28.3      81.3
     00711      21.2      63.8      79.3      22.8
     00712      98.9      46.6      10.4      37.5
     00713      14.3      60.8      87.8      42.2
     00714      11.7      78.8      30.0      10.3
     00715      90.1      10.0       4.0      76.9
     00716       3.4      95.8      11.2      81.6
     00717      79.2      44.4      99.4       8.2
     00718      94.6      93.3      83.0      81.5
     00719      65.3      97.8      27.1      22.4
     00720       9.3      36.5      51.3      46.7
     00721      56.1      45.7      32.5      25.2
     00722      74.1      51.0      90.5      35.1
     00723      27.4       7.7      71.2      33.0
     00724      19.5      22.4      32.4      70.1
     00725      38.4      15.2      46.0      38.1
     00726      82.8      20.4       5.8      76.1
     00727      96.9      70.4       3.7      21.1
     00728      63.8       0.9      55.5      22.9
     00729      22.6      90.9      62.8      61.4
     00730      95.3      58.5      18.8      84.1
     00731      45.1      24.7      99.7      18.5
     00732      90.4      67.4      70.9       0.6
     00733      60.6      98.7      15.2      27.4
     00734      50.7      12.7      47.0      35.4
     00735      38.6      39.6      91.8      11.2
     00736      87.0      38.4      33.4       4.4
     00737      69.9      35.6      53.5      41.3
     00738      87.0      86.9      90.4      72.9
     00739      30.0      47.5      84.0      61.6
     00740      87.4      33.9      11.3       9.1
     00741      97.1      45.5      97.4       8.1
     00742      27.0      17.6      42.8       2.7
     00743      77.3      21.7      33.7      24.6
     00744      53.6      76.4      93.7      89.5
     00745      71.8      84.3      81.8      96.3
     00746      34.1      91.6      88.2      31.8
     00747      99.8      89.7      42.5       7.5
     00748      77.8      73.4      59.9      23.0
     00749      10.4      30.2      58.3      16.5
     00750      32.6      81.6      87.3      47.1
     00751      18.4      71.9      65.2      92.3
     00752      48.4      35.3      50.0      75.6
     00753      97.4      38.6      84.7      42.9
     00754      76.3      32.1      22.2      59.3
     00755      17.6      63.9      76.4      90.6
     00756      86.7      42.7      94.4      18.5
     00757      86.5      92.7      41.1      42.1
     00758      84.2      49.1      32.0      85.2
     00759      62.2       0.7      97.2      43.7
     00760      20.8       9.1      11.2      54.4
     00761      76.8      44.2      40.3      84.9
     00762      59.5      67.0       8.4      47.2
     00763      23.0       7.6      35.2      42.2
     00764      19.8      70.9       5.7      63.6
     00765      98.5       3.4      89.8      84.4
     00766      68.9      54.8      57.9      13.2
     00767      37.0       4.4      63.7       3.9
     00768      70.0       3.5      19.4       0.3
     00769      62.1      70.5       5.6      81.7
     00770       3.2      85.2      45.3      40.8
     00771      49.5      80.2      95.0      84.9
     00772       2.1      86.8      62.4      16.5
     00773      84.8       2.1      52.4       8.3
     00774      38.7      92.7      43.0      62.3
     00775      79.4       3.5      62.6      77.8
     00776      89.9      18.2      38.6      58.8
     00777      24.2      52.7      80.2      92.5
     00778       4.2      16.8      13.9      42.3
     00779      64.1      64.0      71.0      27.7
     00780      64.8      58.9      63.0      73.3
     00781      99.6      97.9       3.7      37.7
     00782      58.1      80.2      78.5      12.4
     00783      67.1      83.8      19.0      48.8
     00784       3.0      13.2       9.1      19.5
     00785      93.4      74.8      18.6      40.5
     00786      59.5      78.2      77.8       8.0
     00787      31.4      14.7      28.3      37.5
     00788      72.5      17.3      97.4      71.8
     00789      29.7      75.5      32.2      36.5
     00790      60.4       3.0       1.0      90.6
     00791      64.4       8.1      24.3      35.9
     00792       8.3      96.2       2.9      32.9
     00793      58.1      15.9      10.0       1.2
     00794      40.5      58.7      91.7      91.4
     00795      77.1      27.0      50.5      32.0
     00796      85.0      55.9      73.3      10.6
     00797      59.3       8.1      44.3      10.7
     00798       9.6      93.3      56.5      79.4
     00799      28.6      51.0      38.0      31.8
     00800      83.0      72.3      57.1      48.2
     00801      70.0      45.6      98.2      54.8
     00802      77.6      72.0      74.6      93.4
     00803      26.8       3.1      55.2      33.9
     00804      80.0      94.7      58.1       6.4
     00805      70.0       8.4      26.4      84.1
     00806       8.0      94.4       9.1       2.1
     00807      28.2      76.9      78.0      70.4
     00808      94.8      78.9      70.4      96.1
     00809      95.3      13.0      86.1      74.4
     00810      50.2      80.9      95.8       5.5
     00811      91.4      50.8      80.6      77.9
     00812      74.3       4.0      69.7      52.1
     00813      51.3      14.8      86.9      71.8
     00814      61.3      66.0      95.7      19.7
     00815      36.5      51.4      25.4      29.6
     00816       6.6      77.2      73.4      78.9
     00817      93.4      47.8      44.0      20.6
     00818       7.0      50.0      58.0      49.1
     00819      50.2      36.6      11.2       7.3
     00820      22.3      92.8      29.9       1.3
     00821      92.4      43.3      57.5      54.7
     00822      91.1      39.6      40.7      17.5
     00823      11.7      31.1      31.5      68.4
     00824      74.7      93.0      49.2      63.0
     00825      71.9      89.3      48.1      13.0
     00826       7.0      68.0      87.8      21.1
     00827       0.5      37.0      43.0      17.0
     00828      90.2      39.8      51.6      88.6
     00829      88.8      80.7      93.9      42.9
     00830      32.3      55.2      23.2      76.7
     00831      17.8      23.9      26.1       0.2
     00832      65.9      62.1      59.8      29.8
     00833       4.1      47.5      29.1      60.6
     00834      33.5      80.7      91.4      14.3
     00835      31.3      75.7       2.8      26.9
     00836      11.4      15.9      35.7      37.0
     00837      36.9      45.7      28.3      84.1
     00838      33.5      56.0      39.9      48.4
     00839      79.4      90.9      23.6      30.5
     00840      67.5      48.9      69.8      18.1
     00841      96.9      29.2       9.9      98.1
     00842      84.7       2.8      75.0      10.3
     00843      84.9      11.2      56.7       7.6
     00844      21.3      61.1      49.5      58.4
     00845      37.4      89.3      49.3      37.6
     00846      54.5      35.7      34.6      13.0
     00847      70.1      42.4      48.5      67.2
     00848      36.9      88.4      53.8      30.1
     00849      55.6      61.7      67.7      80.5
     00850      96.8      91.3      95.6       7.1
     00851      61.5       1.9      42.3       3.2
     00852      71.3       1.0      53.1      35.2
     00853      83.5      84.2       1.2      16.6
     00854      70.4       2.4      83.8      28.9
     00855      82.6      93.9      15.1      81.1
     00856      79.9      53.0       1.7      23.5
     00857      83.7      93.5      95.5      13.3
     00858      40.0      56.9      18.8       7.8
     00859      97.1      80.1      59.8      24.3
     00860      74.6      49.9      89.9      18.3
     00861       4.4      55.2      14.6      85.1
     00862      55.6      63.7      21.3      37.2
     00863      39.3      45.7      64.9      73.4
     00864      73.2      49.8      43.0      24.6
     00865      21.7      83.4      29.3      95.5
